Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Total_Floors
23-06-2022,2,12500,1100,3,Carpet Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,3
10-07-2022,3,45000,2200,3,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,5
17-06-2022,1,6000,500,5,Built Area,Seri Lingampally,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5
06-07-2022,3,50000,2290,4,Super Area,"Nallagandla, Serilingampally",Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent,24
10-07-2022,3,40000,1900,4,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,5
10-07-2022,3,30000,1600,2,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,5
30-04-2022,2,7000,800,2,Super Area,Chandrayanguttabalguda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
06-07-2022,3,25000,1600,2,Super Area,"Sanath Nagar, NH 9",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,5
02-06-2022,1,9000,500,1,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,5
16-05-2022,3,16000,1500,2,Carpet Area,"Pragathi Nagar, Kukatpally",Hyderabad,Furnished,Family,3,Contact Owner,3
06-05-2022,1,10500,650,1,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
06-07-2022,4,100000,3300,Ground ,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,Semi-Furnished,Family,4,Contact Agent,14
26-06-2022,2,9000,1200,Ground ,Super Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
14-06-2022,2,11000,800,2,Super Area,Ram nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
06-05-2022,3,24000,1200,1,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,3
06-05-2022,2,12000,1000,2,Super Area,"Nallagandla, Serilingampally",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
02-07-2022,2,20000,1600,1,Super Area,Kothapet,Hyderabad,Unfurnished,Family,3,Contact Owner,2
03-07-2022,2,24000,1200,1,Carpet Area,Dr A.S. Rao Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3
05-07-2022,2,12000,1100,2,Super Area,"Balapur X road,Triveni nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
10-07-2022,3,12000,1250,2,Carpet Area,Alwal,Hyderabad,Semi-Furnished,Family,3,Contact Owner,6
25-06-2022,2,10000,1100,Ground ,Carpet Area,Gajularamaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2
08-07-2022,2,45000,1600,1,Super Area,Kattedan Rd,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,6
16-06-2022,2,22000,1000,2,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
06-05-2022,1,6500,455,2,Super Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
25-05-2022,3,40000,1473,23,Super Area,"Kukatpally, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,23
02-07-2022,5,300000,4050,Ground ,Super Area,"Bandlaguda Jagir,, Hyderabad",Hyderabad,Unfurnished,Bachelors/Family,4,Contact Owner,5
25-06-2022,1,4000,400,Ground ,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1
29-06-2022,2,12000,1300,1,Super Area,"Gandhamguda, Bairagiguda",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
06-07-2022,4,27000,2520,2,Carpet Area,Defence Colony Layout,Hyderabad,Semi-Furnished,Family,5,Contact Owner,2
22-06-2022,1,10000,500,2,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,5
06-05-2022,2,10000,200,Ground ,Super Area,"Pathar Gatti, NH 7",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2
12-05-2022,2,10000,1200,Ground ,Super Area,Upperpally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
07-07-2022,3,18000,1950,2,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,5
10-07-2022,1,14500,500,2,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,5
01-05-2022,1,9000,500,3,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,3
06-07-2022,2,14000,1150,1,Super Area,Bandlaguda Jagir,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3
02-06-2022,2,18000,242,Ground ,Super Area,"APHB Colony-Moula Ali, Moula Ali Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4
02-07-2022,2,9500,720,5,Carpet Area,"Pocharam, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,7
10-06-2022,3,49000,1800,19,Super Area,Nanakram Guda,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,30
13-05-2022,1,9000,450,1,Super Area,"Chandulal bela colony, shahalibanda",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
06-05-2022,2,130000,130,1,Super Area,Lal Darwaza,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
02-06-2022,2,8000,690,2,Super Area,New Malakpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4
06-05-2022,2,13000,1000,2,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4
06-05-2022,3,18000,1500,Ground ,Super Area,Shivaji Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
29-05-2022,3,18000,1150,Ground ,Super Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,6
29-05-2022,3,32000,1783,1,Super Area,Gopanapalli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
25-05-2022,2,15000,900,1,Super Area,Santosh Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
06-07-2022,3,35000,1725,2,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,13
25-05-2022,1,6000,680,Ground ,Carpet Area,Bapu Nagar-Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
06-06-2022,1,9000,550,2,Super Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
25-05-2022,2,9500,1290,1,Super Area,"Jillelguda, Medbowli",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
10-05-2022,2,12500,1450,Ground ,Super Area,"Arvind Nagar Colony, Toli Chowki",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
06-05-2022,2,25000,1300,3,Super Area,Madhapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
12-05-2022,2,15000,1450,2,Super Area,Nagole,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
06-07-2022,3,38000,1496,10,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,15
31-05-2022,3,20000,1850,1,Super Area,Kompally,Hyderabad,Semi-Furnished,Family,2,Contact Owner,5
14-06-2022,3,15000,1600,2,Carpet Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4
06-07-2022,3,130000,3500,3,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Family,3,Contact Agent,5
08-07-2022,3,27000,1850,5,Super Area,"Red Hills, Lakdikapul, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,6
02-07-2022,2,16000,1210,3,Super Area,Secunderabad,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5
06-06-2022,2,13000,1400,Ground ,Super Area,"Mallampet, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,1
04-06-2022,2,10000,950,Ground ,Super Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
22-06-2022,2,10000,878,3,Super Area,Malkajgiri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
06-05-2022,2,17000,875,2,Super Area,"Bolarum, Medchal Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,6
02-06-2022,2,12500,300,3,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4
14-06-2022,3,25000,1800,4,Super Area,Nizampet,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,5
02-07-2022,3,35000,1956,1,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,9
25-05-2022,2,12000,800,2,Super Area,"Kachiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4
29-05-2022,2,12000,1175,5,Super Area,Shamirpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5
25-06-2022,2,15000,1080,3,Super Area,Anupuram Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
06-07-2022,3,45000,1955,1,Super Area,Kondapur,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,19
06-07-2022,2,20000,950,1,Super Area,Masab Tank,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5
02-07-2022,2,15000,800,2,Super Area,Mehdipatnam,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
06-05-2022,2,10000,1090,2,Super Area,"Hyder Shah Kote, Chevella Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4
09-07-2022,3,15000,1450,2,Carpet Area,Bandari Layout,Hyderabad,Semi-Furnished,Family,3,Contact Owner,5
07-07-2022,2,19800,1070,3,Carpet Area,KPHB Road,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
06-05-2022,2,8500,60,3,Super Area,"Gulmohar Park Colony, Serilingampally",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5
06-07-2022,4,130000,3133,14,Carpet Area,"Vittal Rao Nagar, Hitech City",Hyderabad,Furnished,Family,5,Contact Agent,14
10-07-2022,1,8500,900,2,Carpet Area,in Trimulgherry,Hyderabad,Unfurnished,Family,1,Contact Owner,2
16-05-2022,1,4500,60,1,Super Area,"Hayathnagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,2
10-06-2022,2,9000,600,3,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4
10-07-2022,1,13000,750,3,Carpet Area,Hyderaguda-Attapur,Hyderabad,Semi-Furnished,Family,1,Contact Owner,3
06-07-2022,2,18000,900,2,Super Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4
04-07-2022,3,26000,1800,2,Carpet Area,filmnagar. hydrabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4
20-05-2022,1,17000,470,3,Super Area,Kondapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Agent,5
06-05-2022,2,9000,720,1,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
12-05-2022,1,8000,450,Ground ,Super Area,"Somajiguda, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
06-07-2022,2,10000,600,7,Super Area,Madhura Nagar-Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,7
26-06-2022,2,12000,1100,1,Super Area,"Hyder Shah Kote, Chevella Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
27-06-2022,2,14000,1300,3,Super Area,IAS Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
25-06-2022,2,25000,1500,Ground ,Super Area,Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
05-07-2022,2,22000,1200,4,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,8
29-05-2022,4,45000,3000,3,Super Area,Hitech City,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,4
26-06-2022,3,20000,2000,1,Carpet Area,Kapra,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,1
14-06-2022,2,16000,800,2,Super Area,"Lakdikapul, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4
08-07-2022,3,35000,1000,3,Carpet Area,Nizampet,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,6
12-05-2022,2,15000,1200,2,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
18-06-2022,1,5500,400,1,Super Area,"Ramanthapur, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Builder,2
04-06-2022,3,35000,1250,4,Carpet Area,"Somajiguda, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,5
04-07-2022,1,14000,700,5,Carpet Area,"Chanda Naik Nagar, Madhapur",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,5
06-07-2022,2,25000,1100,1,Super Area,"Alkapur Township, Hyderabad",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,5
06-06-2022,4,36000,2050,1,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
06-07-2022,2,20000,1428,4,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Semi-Furnished,Family,2,Contact Agent,8
22-05-2022,3,30000,1700,3,Carpet Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Furnished,Family,3,Contact Agent,5
02-07-2022,2,12000,1140,2,Super Area,"Kismatpur, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner,5
22-05-2022,2,16000,1000,2,Super Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,5
03-06-2022,2,13000,1160,3,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,5
05-07-2022,3,22000,3000,3,Carpet Area,sri sai arcade madinaguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,5
06-07-2022,1,15000,450,1,Super Area,Madhapur,Hyderabad,Unfurnished,Family,1,Contact Agent,3
06-05-2022,3,14000,1540,2,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5
06-05-2022,2,8000,1000,2,Super Area,"Saroornagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,8
06-07-2022,3,57000,1417,7,Carpet Area,Nanakaramguda,Hyderabad,Furnished,Bachelors,3,Contact Agent,30
31-05-2022,3,1200,2100,1,Carpet Area,"Uppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,3
08-07-2022,2,8000,550,4,Carpet Area,Ram nagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,4
18-05-2022,3,15000,1600,1,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,5
10-07-2022,2,17000,1200,4,Super Area,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,5
18-06-2022,2,12000,500,1,Super Area,"Saidabad Colony, Sayeedabad",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,2
17-06-2022,3,25000,1300,Ground ,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
25-06-2022,2,13000,600,1,Super Area,Ramchandrapuram Mandal,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
25-06-2022,3,35000,1565,1,Carpet Area,"KMR Estates, Serilingampally",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,6
06-07-2022,1,6500,350,2,Super Area,Langar Houz,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4
03-06-2022,2,11000,1100,1,Super Area,"Padmanabha Nagar, Mehdipatnam",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4
12-05-2022,2,25000,1200,1,Super Area,Vijay nagar colony m,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,6
03-06-2022,3,35000,2000,1,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Family,3,Contact Owner,5
25-05-2022,3,27000,2200,3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,6
06-07-2022,3,18000,1400,2,Super Area,Toli Chowki,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4
06-05-2022,3,20000,1950,5,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,6
16-05-2022,2,8500,130,1,Carpet Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
10-06-2022,2,14000,1300,Ground ,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
09-06-2022,3,35000,1675,5,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,12
06-07-2022,2,16000,1135,3,Super Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
12-05-2022,3,20000,1800,3,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4
14-06-2022,3,18000,1400,1,Super Area,Attapur,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,5
06-07-2022,4,140000,3698,16,Carpet Area,"Gachibowli CUC, Outer Ring Road",Hyderabad,Semi-Furnished,Family,5,Contact Agent,22
12-05-2022,2,10000,950,Ground ,Super Area,"Bolarum, Medchal Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4
12-05-2022,2,12000,650,1,Super Area,Begumpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2
24-06-2022,1,5300,100,3,Carpet Area,in 1-71/1/a,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
25-05-2022,2,11000,950,2,Carpet Area,IDA Uppal,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,3
10-06-2022,2,12000,1000,1,Carpet Area,"New Nagole Colony, Kothapet",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,2
06-06-2022,2,12000,900,3,Carpet Area,Gwachiwali,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,4
29-05-2022,3,20000,1800,7,Carpet Area,Trimulgherry,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,10
02-07-2022,2,13000,1000,2,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
09-05-2022,3,22000,1800,2,Super Area,"Hyder Shah Kote, Chevella Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,5
12-05-2022,2,15000,1000,2,Super Area,Hyderguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
12-05-2022,1,5400,450,1,Super Area,Jeedimetla,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2
28-05-2022,3,16500,1771,2,Super Area,Bandam Kommu,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,5
29-06-2022,2,12000,1150,4,Carpet Area," in Erragadda, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,5
22-06-2022,2,8500,1000,2,Super Area,Musheerabad,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
08-05-2022,2,14000,1050,2,Carpet Area,Attapur,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,5
08-06-2022,3,15000,1500,2,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
12-05-2022,2,6000,750,1,Super Area,"Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,2
12-05-2022,2,14000,1100,Ground ,Super Area,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4
29-06-2022,2,15000,800,Ground ,Super Area,Road no 3 banjara hills hyderabad 500035,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
02-07-2022,3,37000,150,1,Carpet Area,Jubilee Hills,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,5
30-06-2022,1,6500,750,2,Super Area,"Bapu Nagar, Lakdikapul",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
20-05-2022,2,10000,600,2,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
25-05-2022,2,12000,1080,2,Super Area,"Habsiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
28-04-2022,2,12000,1100,3,Super Area,Nizampet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
17-05-2022,2,9000,750,2,Super Area,Alwal,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
10-07-2022,3,60000,2405,10,Super Area,"Khaja Guda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors,4,Contact Agent,14
30-04-2022,2,18000,1248,4,Carpet Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
02-06-2022,2,14000,1110,2,Carpet Area,Dhulapally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
10-07-2022,3,50000,2300,2,Carpet Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,5
08-07-2022,2,17000,1000,3,Carpet Area,"Madinaguda, Hafeezpet, NH 9",Hyderabad,Furnished,Bachelors,2,Contact Owner,5
06-05-2022,2,9000,800,4,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5
06-07-2022,4,80000,3115,3,Super Area,"Hormany nest Apartments gandipet Apartmentge hyderabad, Hyderabad",Hyderabad,Furnished,Bachelors/Family,5,Contact Owner,3
22-06-2022,1,7500,500,1,Super Area,"Saroornagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,2
15-05-2022,2,14000,950,5,Carpet Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,5
06-07-2022,2,14000,1374,2,Super Area,Trimulgherry,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
30-04-2022,1,10000,1300,Ground ,Carpet Area,Khanapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,1
25-05-2022,2,17000,1150,5,Super Area,Abhyudaya Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,6
02-07-2022,1,6500,450,2,Carpet Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner,3
06-05-2022,2,10000,927,3,Super Area,Bachupally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
25-06-2022,3,22000,1500,4,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,5
06-07-2022,2,15000,1200,1,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
29-05-2022,2,12000,1200,Ground ,Super Area,Patelguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,2
06-07-2022,3,52000,2800,16,Carpet Area,"Kokapet, Outer Ring Road",Hyderabad,Furnished,Family,3,Contact Agent,19
06-05-2022,1,6500,562,3,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,4
19-06-2022,2,20000,1500,1,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3
06-05-2022,3,25000,1950,Ground ,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,3
10-07-2022,3,14000,1360,3,Super Area,"Ghatkesar, NH 2 2",Hyderabad,Furnished,Bachelors,2,Contact Owner,8
25-06-2022,3,25000,1800,1,Super Area,Prashanth hills,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,3
31-05-2022,2,12500,950,2,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,8
05-07-2022,2,12000,780,3,Carpet Area,Sri BALAJI CLASSIC BHAVANI NAGAR RD NO 5,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,3
10-06-2022,1,10000,500,1,Super Area,"Khairatabad, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,3
18-05-2022,2,17000,1050,3,Super Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,5
10-07-2022,1,15500,600,Upper Basement ,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,5
29-05-2022,3,65000,1800,Ground ,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,1
06-07-2022,3,60000,1800,14,Carpet Area,Gachibowli,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Agent,30
06-07-2022,3,45000,1900,4,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent,10
